DATE;TIME PERIOD;BETA0;BETA1;BETA2;BETA3;TAU1;TAU2
27/10/2005;27/Oct/05;4,179638;-2,256994;1,353972;-3,818591;1,001637;1,862635
28/10/2005;28/Oct/05;4,165732;-2,211501;1,3965;-3,749871;1,025698;1,861573
31/10/2005;31/Oct/05;4,16764;-2,220575;1,398206;-3,747675;1,026659;1,867426
01/11/2005;01/Nov/05;4,142108;-2,197681;1,485117;-3,640526;1,044441;1,858033
02/11/2005;02/Nov/05;4,164173;-2,212706;1,504742;-3,592493;0,993362;1,758509
03/11/2005;03/Nov/05;4,162965;-2,231146;1,486037;-3,619853;0,963906;1,734227
04/11/2005;04/Nov/05;4,172104;-2,235686;1,454094;-3,660046;0,95907;1,713053
07/11/2005;07/Nov/05;4,163162;-2,208071;1,570101;-3,539609;0,978131;1,715782
08/11/2005;08/Nov/05;4,129804;-2,159411;1,556944;-3,552343;0,945223;1,674381
09/11/2005;09/Nov/05;4,14255;-2,154364;1,608353;-3,500287;0,959183;1,673991
10/11/2005;10/Nov/05;4,159101;-2,190984;1,575499;-3,539043;0,910621;1,61246
11/11/2005;11/Nov/05;4,140542;-2,16576;1,566307;-3,551356;0,908006;1,611839
14/11/2005;14/Nov/05;4,130967;-2,134605;1,525377;-3,611572;0,873778;1,586704
15/11/2005;15/Nov/05;4,176326;-2,177038;1,496359;-3,632078;0,869354;1,584039
16/11/2005;16/Nov/05;4,127676;-2,107954;1,432222;-3,699668;0,902701;1,679091
17/11/2005;17/Nov/05;4,130832;-2,099982;1,492264;-3,617316;0,92623;1,686559
18/11/2005;18/Nov/05;4,134806;-2,053602;1,682977;-3,445463;0,949003;1,675711
21/11/2005;21/Nov/05;4,139903;-2,043595;1,6625;-3,470111;0,941192;1,669842
22/11/2005;22/Nov/05;4,124534;-1,999487;1,63769;-3,525512;0,964583;1,675251
23/11/2005;23/Nov/05;4,10592;-1,955953;1,610206;-3,584383;0,971754;1,680854
24/11/2005;24/Nov/05;4,098221;-1,91753;1,536911;-3,634227;1,092233;1,877907
25/11/2005;25/Nov/05;4,07841;-1,906515;1,521504;-3,640713;0,989405;1,740052
28/11/2005;28/Nov/05;4,089219;-1,914505;1,585453;-3,579171;1,025558;1,797806
29/11/2005;29/Nov/05;4,08711;-1,913526;1,586317;-3,572236;1,029133;1,796276
30/11/2005;30/Nov/05;4,096048;-1,929338;1,614762;-3,534801;0,99564;1,751504
01/12/2005;01/Dec/05;4,051838;-1,852046;1,602129;-3,658264;1,066348;1,77615
02/12/2005;02/Dec/05;4,080771;-1,89035;1,588289;-3,646226;1,075311;1,769047
05/12/2005;05/Dec/05;4,073286;-1,912413;1,571628;-3,67045;0,98575;1,712874
06/12/2005;06/Dec/05;4,077459;-1,905972;1,582558;-3,634558;1,080993;1,850237
07/12/2005;07/Dec/05;4,050074;-1,862929;1,612114;-3,581938;1,104337;1,844837
08/12/2005;08/Dec/05;4,056565;-1,876486;1,614508;-3,5804;1,082026;1,840906
09/12/2005;09/Dec/05;4,075832;-1,908148;1,701956;-3,507718;1,067132;1,823423
12/12/2005;12/Dec/05;4,059199;-1,905592;1,731261;-3,468516;1,063872;1,833514
13/12/2005;13/Dec/05;4,03122;-1,884583;1,773322;-3,406128;1,077087;1,871311
14/12/2005;14/Dec/05;4,019488;-1,846311;1,768758;-3,405913;1,130351;1,963324
15/12/2005;15/Dec/05;4,009304;-1,818878;1,785634;-3,37614;1,147308;1,96391
16/12/2005;16/Dec/05;3,961156;-1,754729;1,805355;-3,332101;1,163965;1,963377
19/12/2005;19/Dec/05;3,939867;-1,753462;1,81781;-3,302058;1,091156;1,883907
20/12/2005;20/Dec/05;3,929606;-1,739664;1,865477;-3,234622;1,119071;1,877748
21/12/2005;21/Dec/05;3,93778;-1,745366;1,930938;-3,152957;1,154559;1,906056
22/12/2005;22/Dec/05;3,918642;-1,733506;1,968396;-3,101896;1,157991;1,912411
23/12/2005;23/Dec/05;3,868588;-1,686334;1,998435;-3,035322;1,118261;1,793084
27/12/2005;27/Dec/05;3,909682;-1,723765;1,965714;-3,08814;1,213197;2,054618
28/12/2005;28/Dec/05;3,880711;-1,69991;1,946027;-3,109822;1,212144;2,091583
29/12/2005;29/Dec/05;3,858948;-1,705713;1,974601;-3,051972;1,126199;1,957284
30/12/2005;30/Dec/05;4,032927;-1,853859;1,76123;-3,504882;1,256585;2,590688
02/01/2006;02/Jan/06;4,054219;-1,918581;1,821323;-3,329259;1,074156;2,071315
03/01/2006;03/Jan/06;4,033776;-1,89902;1,828248;-3,334575;1,039804;1,990848
04/01/2006;04/Jan/06;3,869487;-1,68976;1,873953;-3,318881;1,043467;1,794674
05/01/2006;05/Jan/06;3,836994;-1,635715;1,863029;-3,325699;1,08134;1,811729
06/01/2006;06/Jan/06;3,824341;-1,624301;1,892583;-3,283691;1,105609;1,820537
09/01/2006;09/Jan/06;3,776032;-1,571627;1,950755;-3,20422;1,140511;1,846499
10/01/2006;10/Jan/06;3,786736;-1,580187;2,019607;-3,142508;1,173059;1,895597
11/01/2006;11/Jan/06;3,785539;-1,571993;2,077133;-3,086432;1,173498;1,892549
12/01/2006;12/Jan/06;3,771982;-1,544417;2,040301;-3,133519;1,203784;1,906287
13/01/2006;13/Jan/06;3,774453;-1,560531;2,040807;-3,136566;1,198064;1,931107
16/01/2006;16/Jan/06;3,796065;-1,569482;2,014042;-3,165261;1,205794;1,934953
17/01/2006;17/Jan/06;3,798423;-1,565851;1,991373;-3,191345;1,221179;1,942079
18/01/2006;18/Jan/06;3,783524;-1,541527;2,097385;-3,085001;1,287003;1,975679
19/01/2006;19/Jan/06;3,863497;-1,619385;2,076138;-3,069505;1,281653;1,986871
20/01/2006;20/Jan/06;3,870567;-1,628852;2,072939;-3,074647;1,274637;1,993436
23/01/2006;23/Jan/06;3,906092;-1,65944;2,07314;-3,061359;1,297442;1,986891
24/01/2006;24/Jan/06;3,903571;-1,669564;2,072039;-3,061936;1,278206;1,97062
25/01/2006;25/Jan/06;3,931237;-1,69953;2,071907;-3,055248;1,262672;1,953575
26/01/2006;26/Jan/06;4,020821;-1,777387;1,973385;-3,140322;1,289324;2,007604
27/01/2006;27/Jan/06;4,032462;-1,783727;2,010048;-3,094776;1,315536;2,020645
30/01/2006;30/Jan/06;4,030659;-1,780714;2,072848;-3,029415;1,335604;2,073401
31/01/2006;31/Jan/06;4,025106;-1,77076;2,081108;-3,015223;1,33873;2,068871
01/02/2006;01/Feb/06;4,013114;-1,756678;2,101423;-2,980824;1,330745;2,006085
02/02/2006;02/Feb/06;4,003174;-1,764048;2,144592;-2,912147;1,254854;1,841283
03/02/2006;03/Feb/06;4,002131;-1,758074;2,114601;-2,950672;1,256999;1,868047
06/02/2006;06/Feb/06;3,981407;-1,736086;2,074708;-2,997114;1,250682;1,921943
07/02/2006;07/Feb/06;4,008332;-1,742025;2,026906;-3,048183;1,276985;1,93488
08/02/2006;08/Feb/06;4,01417;-1,750539;2,007881;-3,056294;1,207984;1,812093
09/02/2006;09/Feb/06;4,002113;-1,724581;2,01981;-3,037366;1,218123;1,796237
10/02/2006;10/Feb/06;3,958654;-1,657424;2,006419;-3,041016;1,301919;1,914304
13/02/2006;13/Feb/06;4,002324;-1,704535;2,018675;-3,013651;1,317272;1,920761
14/02/2006;14/Feb/06;4,031407;-1,732533;1,998947;-3,033317;1,321301;1,931019
15/02/2006;15/Feb/06;3,97281;-1,680091;1,922332;-3,096656;1,093453;1,583713
16/02/2006;16/Feb/06;4,070677;-1,75177;1,989056;-3,008895;1,444627;2,090817
17/02/2006;17/Feb/06;4,050601;-1,727671;1,960803;-3,04619;1,457477;2,123584
20/02/2006;20/Feb/06;4,020253;-1,677867;1,934092;-3,075203;1,481648;2,141199
21/02/2006;21/Feb/06;4,029003;-1,686116;1,966833;-3,042519;1,456387;2,142189
22/02/2006;22/Feb/06;3,985731;-1,645838;1,993472;-3,001047;1,441796;2,170472
23/02/2006;23/Feb/06;4,003906;-1,670368;2,046729;-2,945691;1,421596;2,184814
24/02/2006;24/Feb/06;4,023531;-1,687525;2,053022;-2,929488;1,428621;2,176632
27/02/2006;27/Feb/06;4,026358;-1,69267;2,095416;-2,878709;1,425278;2,181683
28/02/2006;28/Feb/06;4,017117;-1,696367;2,104242;-2,870597;1,386546;2,186446
01/03/2006;01/Mar/06;4,017907;-1,688411;2,123833;-2,849268;1,396723;2,226675
02/03/2006;02/Mar/06;4,011301;-1,669735;2,154193;-2,747105;1,338937;2,013266
03/03/2006;03/Mar/06;4,013953;-1,667172;2,223619;-2,661458;1,362981;2,005621
06/03/2006;06/Mar/06;4,016171;-1,669164;2,211642;-2,676245;1,350962;2,008468
07/03/2006;07/Mar/06;4,01961;-1,675571;2,216309;-2,666244;1,340822;1,98005
08/03/2006;08/Mar/06;4,092035;-1,755587;2,160797;-2,729079;1,311266;2,002361
09/03/2006;09/Mar/06;4,132561;-1,793739;2,111467;-2,783887;1,303093;2,013792
10/03/2006;10/Mar/06;4,194783;-1,855346;2,083399;-2,810096;1,299297;2,024069
13/03/2006;13/Mar/06;4,188979;-1,856605;2,111391;-2,778472;1,287174;2,025587
14/03/2006;14/Mar/06;4,167349;-1,835844;2,076978;-2,825558;1,282263;2,058808
15/03/2006;15/Mar/06;4,153089;-1,827623;2,152415;-2,744898;1,307968;2,09931
16/03/2006;16/Mar/06;4,143683;-1,81204;2,185355;-2,701137;1,312234;2,093831
17/03/2006;17/Mar/06;4,135733;-1,81626;2,228343;-2,638059;1,257961;2,017597
20/03/2006;20/Mar/06;4,111885;-1,749364;2,183524;-2,696111;1,275707;2,00603
21/03/2006;21/Mar/06;4,130745;-1,768191;2,170721;-2,702456;1,24641;1,978345
22/03/2006;22/Mar/06;4,091362;-1,721937;2,157428;-2,71309;1,242638;1,988029
23/03/2006;23/Mar/06;4,115932;-1,738151;2,118076;-2,753261;1,232616;1,968573
24/03/2006;24/Mar/06;4,122867;-1,746109;2,113563;-2,755819;1,223671;1,954482
27/03/2006;27/Mar/06;4,109086;-1,718702;2,07326;-2,810902;1,212317;1,947988
28/03/2006;28/Mar/06;4,147551;-1,755659;2,178929;-2,691081;1,174366;1,858903
29/03/2006;29/Mar/06;4,182459;-1,781477;2,164898;-2,692449;1,151361;1,83967
30/03/2006;30/Mar/06;4,207622;-1,809095;2,171147;-2,666217;1,140671;1,830006
31/03/2006;31/Mar/06;4,214526;-1,812976;2,155345;-2,681283;1,129681;1,818944
03/04/2006;03/Apr/06;4,229469;-1,865488;2,181249;-2,636589;1,013983;1,624859
04/04/2006;04/Apr/06;4,248267;-1,873903;2,126614;-2,7016;1,015783;1,653744
05/04/2006;05/Apr/06;4,316167;-1,921839;2,024816;-2,822689;1,031236;1,746289
06/04/2006;06/Apr/06;4,430591;-2,116894;1,908163;-2,903642;1,124514;1,963551
07/04/2006;07/Apr/06;4,528539;-2,186083;1,82539;-2,94906;1,195654;2,03008
10/04/2006;10/Apr/06;4,490125;-2,152303;1,901275;-2,842992;1,218744;2,063297
11/04/2006;11/Apr/06;4,440675;-2,08562;1,921613;-2,798303;1,234939;2,075938
12/04/2006;12/Apr/06;4,404485;-2,058928;1,958766;-2,731633;1,243183;2,036719
13/04/2006;13/Apr/06;4,488679;-2,164813;1,91657;-2,703376;1,183042;1,963819
18/04/2006;18/Apr/06;4,471988;-2,195436;1,950346;-2,748492;1,096754;1,84902
19/04/2006;19/Apr/06;4,472499;-2,183836;1,927332;-2,773619;1,092552;1,837423
20/04/2006;20/Apr/06;4,464271;-2,148348;1,911545;-2,789256;1,10243;1,836301
21/04/2006;21/Apr/06;4,457968;-2,136626;1,894619;-2,807201;1,099009;1,830836
24/04/2006;24/Apr/06;4,466363;-2,146346;1,902158;-2,787162;1,096551;1,820124
25/04/2006;25/Apr/06;4,450992;-2,169661;1,959979;-2,715921;0,949651;1,516905
26/04/2006;26/Apr/06;4,429153;-2,160172;1,991297;-2,676215;0,870119;1,439043
27/04/2006;27/Apr/06;4,453096;-2,14386;1,996376;-2,680742;0,945029;1,592813
28/04/2006;28/Apr/06;4,388591;-2,055047;2,065092;-2,581301;1,002888;1,641245
02/05/2006;02/May/06;4,427264;-2,096083;2,00648;-2,653251;0,969825;1,647599
03/05/2006;03/May/06;4,448112;-2,125255;1,970542;-2,691311;0,968477;1,633535
04/05/2006;04/May/06;4,461087;-2,13387;1,988783;-2,648113;0,972318;1,624165
05/05/2006;05/May/06;4,475792;-2,128757;1,928765;-2,741046;0,982361;1,724112
08/05/2006;08/May/06;4,467493;-2,122055;1,949104;-2,700882;0,978344;1,700438
09/05/2006;09/May/06;4,472423;-2,11891;1,957396;-2,673319;0,952675;1,659348
10/05/2006;10/May/06;4,463479;-2,106669;1,925819;-2,714944;0,950762;1,67701
11/05/2006;11/May/06;4,524114;-2,172743;1,879621;-2,699176;0,93008;1,648771
12/05/2006;12/May/06;4,528239;-2,169888;1,794633;-2,807279;0,887495;1,61328
15/05/2006;15/May/06;4,578022;-2,198799;1,655234;-3,010511;0,87418;1,621496
16/05/2006;16/May/06;4,537532;-2,147836;1,648292;-3,005699;0,886556;1,643674
17/05/2006;17/May/06;4,632683;-2,228098;1,567645;-3,078564;0,896576;1,724866
18/05/2006;18/May/06;4,623249;-2,199841;1,529337;-3,144462;0,914509;1,780979
19/05/2006;19/May/06;4,577095;-2,167746;1,498648;-3,101601;0,867212;1,763146
22/05/2006;22/May/06;4,515704;-2,112483;1,448566;-3,125723;0,842978;1,778985
23/05/2006;23/May/06;4,506694;-2,10591;1,465953;-3,064891;0,850273;1,784483
24/05/2006;24/May/06;4,468201;-2,063579;1,461909;-2,993852;0,872982;1,828823
25/05/2006;25/May/06;4,463943;-2,041711;1,452392;-2,996648;0,883124;1,855668
26/05/2006;26/May/06;4,458195;-2,032101;1,452893;-2,969301;0,890339;1,864898
29/05/2006;29/May/06;4,484214;-2,059827;1,451133;-2,949427;0,888868;1,885775
30/05/2006;30/May/06;4,513446;-2,08882;1,463376;-2,914611;0,874847;1,874794
31/05/2006;31/May/06;4,52713;-2,103076;1,502044;-2,810607;0,885201;1,870942
01/06/2006;01/Jun/06;4,537076;-2,085489;1,500517;-2,767138;0,893663;1,86148
02/06/2006;02/Jun/06;4,477926;-2,023571;1,495067;-2,746009;0,903092;1,914484
05/06/2006;05/Jun/06;4,479843;-2,009202;1,505012;-2,705141;0,915741;1,950041
06/06/2006;06/Jun/06;4,5279;-2,050879;1,475895;-2,610983;0,920454;1,939881
07/06/2006;07/Jun/06;4,555183;-2,073657;1,445533;-2,619418;0,912335;1,946798
08/06/2006;08/Jun/06;4,54111;-2,077387;1,433651;-2,644377;0,948136;1,96641
09/06/2006;09/Jun/06;4,508266;-2,012988;1,380088;-2,729989;0,979447;2,005055
12/06/2006;12/Jun/06;4,494849;-1,98861;1,354046;-2,751335;0,967853;1,993278
13/06/2006;13/Jun/06;4,476504;-1,965118;1,321585;-2,798295;0,949123;1,991255
14/06/2006;14/Jun/06;4,466658;-1,954042;1,3756;-2,714576;0,965528;2,032231
15/06/2006;15/Jun/06;4,499241;-1,980437;1,374574;-2,617849;0,97255;1,999339
16/06/2006;16/Jun/06;4,495509;-1,973505;1,343156;-2,650409;0,959664;1,997903
19/06/2006;19/Jun/06;4,503188;-1,970454;1,379604;-2,55922;0,966153;2,002652
20/06/2006;20/Jun/06;4,501106;-1,985414;1,396332;-2,515121;0,949596;2,008668
21/06/2006;21/Jun/06;4,541334;-2,046866;1,401993;-2,484806;0,925354;2,002874
22/06/2006;22/Jun/06;4,559841;-2,055142;1,38515;-2,480469;0,932037;2,003484
23/06/2006;23/Jun/06;4,591261;-2,112336;1,335114;-2,449258;0,87205;1,951048
26/06/2006;26/Jun/06;4,599146;-2,107151;1,351985;-2,409083;0,869926;1,977919
27/06/2006;27/Jun/06;4,584625;-2,08172;1,389045;-2,333204;0,86615;2,000332
28/06/2006;28/Jun/06;4,575836;-2,078814;1,378257;-2,305224;0,862694;1,97987
29/06/2006;29/Jun/06;4,557284;-2,079853;1,34097;-2,345122;0,833545;1,981418
30/06/2006;30/Jun/06;4,545935;-2,053831;1,368909;-2,247759;0,853632;1,969966
03/07/2006;03/Jul/06;4,53942;-2,06043;1,348527;-2,244125;0,828065;1,947469
04/07/2006;04/Jul/06;4,53021;-2,054763;1,330011;-2,241973;0,821214;1,935325
05/07/2006;05/Jul/06;4,553566;-2,103291;1,3085;-2,166917;0,769531;1,831525
06/07/2006;06/Jul/06;4,54005;-2,061529;1,311768;-2,148691;0,778238;1,89
07/07/2006;07/Jul/06;4,512308;-2,024731;1,303222;-2,142078;0,783053;1,948571
10/07/2006;10/Jul/06;4,515644;-2,037171;1,294231;-2,106792;0,777966;1,964107
11/07/2006;11/Jul/06;4,54858;-2,091066;0,091128;-1,945496;0,502196;2,246356
12/07/2006;12/Jul/06;4,569063;-2,13622;0,1056;-1,950642;0,492611;2,244711
13/07/2006;13/Jul/06;4,555955;-2,060064;0,1149;-2,052906;0,512432;2,234646
14/07/2006;14/Jul/06;4,536895;-2,004055;0,108321;-2,180814;0,530381;2,266249
17/07/2006;17/Jul/06;4,565622;-2,000328;0,090527;-2,198676;0,557207;2,365916
18/07/2006;18/Jul/06;4,564934;-1,998551;0,115019;-2,094972;0,566631;2,412533
19/07/2006;19/Jul/06;4,569694;-2,011591;0,145709;-2,059764;0,563491;2,444571
20/07/2006;20/Jul/06;4,541117;-1,944181;0,148342;-2,088597;0,5792;2,465476
21/07/2006;21/Jul/06;4,508743;-1,881287;0,12492;-2,129355;0,580038;2,421808
24/07/2006;24/Jul/06;4,494034;-1,856792;0,121752;-2,096354;0,575777;2,415627
25/07/2006;25/Jul/06;4,490777;-1,855706;0,114133;-2,121256;0,567954;2,380768
26/07/2006;26/Jul/06;4,533578;-1,946907;0,213407;-2,133332;0,561161;2,379705
27/07/2006;27/Jul/06;4,538212;-1,878398;0,257775;-2,315092;0,622754;2,488224
28/07/2006;28/Jul/06;4,472559;-1,833458;0,205743;-2,201669;0,569197;2,372938
31/07/2006;31/Jul/06;4,478072;-1,827036;0,213585;-2,149002;0,572905;2,389364
01/08/2006;01/Aug/06;4,468502;-1,855109;0,172054;-2,132303;0,515538;2,225145
02/08/2006;02/Aug/06;4,463304;-1,848335;0,165652;-2,156215;0,508957;2,243918
03/08/2006;03/Aug/06;4,447918;-1,848378;0,146965;-1,983918;0,478013;2,221577
04/08/2006;04/Aug/06;4,393604;-1,806628;0,217271;-2,068402;0,460576;2,270574
07/08/2006;07/Aug/06;4,408998;-1,801959;0,186069;-2,096734;0,45633;2,245136
08/08/2006;08/Aug/06;4,407359;-1,793528;0,183174;-2,103908;0,45218;2,247663
09/08/2006;09/Aug/06;4,43252;-1,829057;0,148831;-2,09693;0,439014;2,244604
10/08/2006;10/Aug/06;4,432946;-1,787405;0,136955;-2,113296;0,45533;2,241875
11/08/2006;11/Aug/06;4,444982;-1,777841;0,21858;-1,96275;0,501387;2,329631
14/08/2006;14/Aug/06;4,482723;-1,849912;0,212029;-1,959375;0,476581;2,323155
15/08/2006;15/Aug/06;4,455288;-1,816995;0,21279;-2,005067;0,468599;2,333109
16/08/2006;16/Aug/06;4,432908;-1,785917;0,232584;-2,004071;0,466479;2,398067
17/08/2006;17/Aug/06;4,399126;-1,741733;0,250756;-1,980076;0,470111;2,480219
18/08/2006;18/Aug/06;4,387535;-1,738348;0,251661;-1,923472;0,453426;2,490456
21/08/2006;21/Aug/06;4,345002;-1,696758;0,270982;-1,953704;0,437004;2,474452
22/08/2006;22/Aug/06;4,311591;-1,574043;0,395911;-2,101989;0,513736;2,327079
23/08/2006;23/Aug/06;4,376014;-1,639115;0,030306;-2,279358;0,432297;2,555411
24/08/2006;24/Aug/06;4,328249;-1,664221;0,074616;-2,223742;0,370539;2,241046
25/08/2006;25/Aug/06;4,331849;-1,645872;0,069783;-2,248033;0,376974;2,227246
28/08/2006;28/Aug/06;4,324745;-1,631436;0,066054;-2,226086;0,372477;2,193677
29/08/2006;29/Aug/06;4,32672;-1,637078;0,076837;-2,170624;0,373949;2,230231
30/08/2006;30/Aug/06;4,28446;-1,569376;0,030786;-2,071328;0,368746;2,285284
31/08/2006;31/Aug/06;4,313546;-1,578425;0,04499;-2,192782;0,390293;2,59285
01/09/2006;01/Sep/06;4,260505;-1,60701;0,068027;-2,114544;0,327153;2,391921
04/09/2006;04/Sep/06;4,247188;-1,574985;0,077317;-2,091158;0,333768;2,428226
05/09/2006;05/Sep/06;4,266703;-1,596605;0,05255;-2,064826;0,327456;2,425096
06/09/2006;06/Sep/06;4,299687;-1,643482;-0,043759;-1,979867;0,306141;2,375906
07/09/2006;07/Sep/06;4,317089;-1,647025;-0,038668;-1,945027;0,31153;2,435584
08/09/2006;08/Sep/06;4,253093;-1,559327;0,054361;-1,944377;0,323846;2,590656
11/09/2006;11/Sep/06;4,253872;-1,5761;0,085723;-1,841302;0,322844;2,671546
12/09/2006;12/Sep/06;4,289784;-1,597138;0,061327;-1,855911;0,323152;2,608565
13/09/2006;13/Sep/06;4,280549;-1,582457;0,060986;-1,851072;0,318459;2,526966
14/09/2006;14/Sep/06;4,240002;-1,49114;0,101266;-1,760981;0,345077;2,750248
15/09/2006;15/Sep/06;4,205682;-1,458689;0,155095;-1,750841;0,355154;2,827964
18/09/2006;18/Sep/06;4,219006;-1,52174;-0,04706;-1,548191;0,293431;2,749676
19/09/2006;19/Sep/06;4,180014;-1,473536;-0,004385;-1,602987;0,291774;2,751034
20/09/2006;20/Sep/06;4,168108;-1,460417;0,020429;-1,647006;0,288051;2,749228
21/09/2006;21/Sep/06;4,183423;-1,469554;0,020278;-1,664991;0,28841;2,750341
22/09/2006;22/Sep/06;4,14179;-1,272009;0,404735;-1,862349;0,438802;2,607355
25/09/2006;25/Sep/06;4,101085;-1,230963;0,268852;-1,874033;0,388985;2,381217
26/09/2006;26/Sep/06;4,04707;-1,244006;0,257063;-1,695419;0,318959;2,312807
27/09/2006;27/Sep/06;4,063443;-1,188656;0,242154;-1,722508;0,365786;2,59052
28/09/2006;28/Sep/06;4,08325;-1,261166;0,233572;-1,689311;0,334128;2,579875
29/09/2006;29/Sep/06;4,038284;-1,251043;0,220347;-1,52995;0,296087;2,465188
02/10/2006;02/Oct/06;4,131943;-1,334324;0,158108;-1,699494;0,351932;2,729275
03/10/2006;03/Oct/06;4,020931;-1,315963;0,255312;-1,621034;0,277151;2,340932
04/10/2006;04/Oct/06;3,995806;-1,316795;0,238576;-1,589113;0,25;2,333502
05/10/2006;05/Oct/06;3,996018;-1,313791;0,235608;-1,599063;0,25;2,370058
06/10/2006;06/Oct/06;4,01725;-1,283125;0,165192;-1,602839;0,25;2,188039
09/10/2006;09/Oct/06;4,025975;-1,295141;0,152179;-1,506422;0,257355;2,269845
10/10/2006;10/Oct/06;4,045871;-1,30087;0,121029;-1,458881;0,259742;2,268923
11/10/2006;11/Oct/06;4,044334;-1,294846;0,111706;-1,400912;0,259785;2,283781
12/10/2006;12/Oct/06;4,035891;-1,272446;0,106096;-1,382038;0,25803;2,2457
13/10/2006;13/Oct/06;4,04408;-1,290214;0,09258;-1,335783;0,25;2,195359
16/10/2006;16/Oct/06;4,058854;-1,298383;0,086441;-1,398942;0,25;2,146628
17/10/2006;17/Oct/06;4,023598;-1,244213;0,119209;-1,381849;0,25;2,136306
18/10/2006;18/Oct/06;4,025959;-1,241961;0,104512;-1,367781;0,25;2,046371
19/10/2006;19/Oct/06;4,058758;-1,280802;0,084977;-1,376762;0,250049;2,051136
20/10/2006;20/Oct/06;4,051471;-1,258118;0,143063;-1,309215;0,266021;2,175873
23/10/2006;23/Oct/06;4,076917;-1,283297;0,099101;-1,26625;0,261697;2,131483
24/10/2006;24/Oct/06;4,054845;-1,26783;0,124438;-1,195163;0,256847;2,165947
25/10/2006;25/Oct/06;4,071068;-1,297308;0,128107;-1,20853;0,25;2,146202
26/10/2006;26/Oct/06;4,039649;-1,267709;0,186468;-1,156305;0,25;2,199531
27/10/2006;27/Oct/06;3,985208;-1,223923;0,366208;-1,138126;0,263211;2,306707
30/10/2006;30/Oct/06;3,959364;-1,240153;0,401019;-1,084151;0,25;2,351301
31/10/2006;31/Oct/06;3,994909;-1,20875;0,448602;-1,041855;0,317709;2,706551
01/11/2006;01/Nov/06;3,968552;-1,117822;0,346642;-1,16925;0,297933;2,481452
02/11/2006;02/Nov/06;3,966855;-1,139181;0,478424;-1,137275;0,309511;2,54375
03/11/2006;03/Nov/06;4,03517;-1,238129;0,529726;-1,234295;0,319255;2,626737
06/11/2006;06/Nov/06;4,035189;-1,194066;0,506443;-1,115293;0,338443;2,688919
07/11/2006;07/Nov/06;3,996514;-1,169513;0,602466;-1,120646;0,340644;2,790576
08/11/2006;08/Nov/06;3,990013;-1,137638;0,642761;-1,096456;0,358306;2,839241
09/11/2006;09/Nov/06;3,996524;-1,09287;0,691943;-1,109627;0,391261;2,882505
10/11/2006;10/Nov/06;4,006172;-1,068877;0,585642;-1,264763;0,381884;2,775334
13/11/2006;13/Nov/06;4,013597;-1,059606;0,566031;-1,240764;0,396947;2,780564
14/11/2006;14/Nov/06;3,98999;-1,037749;0,581531;-1,234148;0,389153;2,792687
15/11/2006;15/Nov/06;4,011484;-1,06544;0,587732;-1,203409;0,390145;2,818778
16/11/2006;16/Nov/06;4,00321;-1,045283;0,59371;-1,199852;0,39362;2,83027
17/11/2006;17/Nov/06;3,983421;-1,001957;0,54967;-1,109328;0,393175;2,798783
20/11/2006;20/Nov/06;3,977751;-0,922062;0,467963;-1,184814;0,423673;2,731416
21/11/2006;21/Nov/06;3,968758;-0,919904;0,50403;-1,149093;0,420121;2,779811
22/11/2006;22/Nov/06;3,989466;-0,903433;0,411014;-1,225778;0,420231;2,713788
23/11/2006;23/Nov/06;4,003677;-0,908995;0,432362;-1,176493;0,425705;2,809066
24/11/2006;24/Nov/06;4,013099;-0,925834;0,428116;-1,350331;0,411459;2,770677
27/11/2006;27/Nov/06;4,043555;-0,928755;0,387319;-1,366864;0,439784;2,773513
28/11/2006;28/Nov/06;4,014623;-0,893165;0,321235;-1,394494;0,403774;2,696864
29/11/2006;29/Nov/06;4,00825;-0,916686;0,337439;-1,356072;0,385162;2,742461
30/11/2006;30/Nov/06;4,007803;-0,911244;0,344541;-1,330585;0,381881;2,767531
01/12/2006;01/Dec/06;4,008004;-0,893399;0,329244;-1,369796;0,38659;2,762314
04/12/2006;04/Dec/06;4,002449;-0,806204;0,188116;-1,431712;0,411257;2,662962
05/12/2006;05/Dec/06;3,989536;-0,804492;0,217356;-1,390792;0,392686;2,741639
